Tweets,created_at,sentiment,score
مطاعيم اخوي الثلاثاء اخذ 🤨,2021-04-22 16:48:15,neg,0.5286551713943481
رءيه١٨نيسان٢٠٢١ صدور مطاعيم صينيه للاطفال ترفق ام اي يسجل مطعومين للام والطفل ظهر الصين,2021-04-21 14:46:25,mixed,0.3481987714767456
رءيه١٨نيسان٢٠٢١ صدور مطاعيم صينيه للاطفال ترفق ام اي يسجل مطعومين للام والطفل ظهر,2021-04-21 14:39:47,mixed,0.3474617898464203
كان يصحيه النوم و يقوله بدنا مطاعيم اكثر  مليون و  الف جرعه خلال  شهورو البلد فتح بشكل طبيعي,2021-04-21 11:06:32,neg,0.4603988230228424
الصحه  الف مسجل منصه مطاعيم كورونا خلال ال  ساعه الماضيه الوكيل الاخباري  الوكيلالاخباري,2021-04-20 20:11:42,neg,0.4750603437423706
مادام الامانه عندها فاءض مادي كان اتبرعت وجابت جرات اكسجين مطاعيم بدل احنا مش مطعمين نص مليون بعدنا جرعتين,2021-04-17 08:36:31,neg,0.6320279240608215
كوبا المحاصره تعادل عشر مصر مساحهوسكانا تطور خمسه مطاعيم لفيروس كورونا اثنان طور التجريب النهاءي ونحن,2021-04-17 03:40:57,mixed,0.3538084626197815
ميركل تاخذ اللقاح الاوروبي المثير للجدل,2021-04-16 22:35:52,pos,0.35278716683387756
وزير الخارجيه القطري حضور كاس العالم  يجب ان يكون لمن حصل اللقاح الاردناليوم,2021-04-16 20:44:34,pos,0.4711410701274872
وزير الخارجيه القطري حضور كاس العالم  يجب ان يكون لمن حصل اللقاح,2021-04-16 20:20:25,pos,0.46101003885269165
وزير الخارجيه القطري حضور كاس العالم  يجب ان يكون لمن حصل اللقاح,2021-04-16 20:14:14,pos,0.46101003885269165
وزير الخارجيه القطري حضور كاس العالم  يجب ان يكون لمن حصل اللقاح صحيفهالراي الاردن عاجل,2021-04-16 20:09:05,pos,0.5703458786010742
وزير الخارجيه القطري حضور كاس العالم  يجب ان يكون لمن حصل اللقاح  عاجل,2021-04-16 20:04:31,pos,0.46074679493904114
قطر حضور كاس العالم  يجب ان يكون لمن حصل اللقاح,2021-04-16 19:57:29,pos,0.4265635311603546
حضور كاس العالم  مرتبط بتلقي اللقاح,2021-04-16 19:52:53,pos,0.5255177617073059
النا اسبوعين تقريبا بدون السلطات الثلاثه لذلك رسالتي لصانع القرار الحظر الشامل والحظر الجزءي واغلاق القطاعات,2021-04-16 19:50:46,pos,0.4431036412715912
تخبط واضح لازال طور التجارب ومناعه لسته اشهر فقط اللقاح الصيني الافضل قناه الحقيقه ا,2021-04-16 19:32:57,neg,0.7447901368141174
ويرحم امواتك اخويه الغالي ويحفظك ويبعد عنك وعن احبابك شر الوباء يارب العالم يستوعب خطر الوباء ويسارع باخذ اللقاح,2021-04-16 19:15:31,pos,0.6175853610038757
اخواني واحباءي واصدقاءي لسلامتكم وسلامه اهلكم واحبابكم سارعوا باخذ اللقاح اتمنى كان ابي استطاع اللحاق باخذ الل,2021-04-16 19:09:14,pos,0.6271609663963318
اخواني واحباءي واصدقاءي لسلامتكم وسلامه اهلكم واحبابكم سارعوا باخذ اللقاح اتمنى كان ابي استطاع اللحاق باخذ,2021-04-16 19:07:41,pos,0.6331035494804382
بانقتان راحوا ياخذون اللقاح رضيت ان الموظف يشوف اكتافهم تخيلو ايش سويت جبت مقص وخرمت التيشرت حق واحد,2021-04-16 17:50:38,neg,0.6088162660598755
سالت المكان باب فضول بدي اعرف وين هالحكي لانها كتبت انه ١٠ مليون شخص اخدوا اللقاح,2021-04-16 16:55:35,neg,0.6883213520050049
اليوم بفطر لوحدي سحبوا علي اهلي وراحوا مكه احسني انغدرت عشان م اخذت اللقاح مدري شسوي الحين😿,2021-04-16 14:59:20,neg,0.6118427515029907
بحث واستبيان لقياس مدى انتشار الاثار الجانبيه للقاحات تطعيمات كوفيد البالغين متلقين اللقاح الكويت,2021-04-16 12:55:48,mixed,0.35784912109375
قيدت سلطات الاحتلال الاسراءيلي دخول اهالي الضفه الغربيه المحتله الى مدينه القدس لاداء صلاه الجمعه الاولى شه,2021-04-16 12:12:17,mixed,0.3915548026561737
سلامات شر انا سخريه القدر عندي مداومه ومخالطه نص حالات كورونا وماخده الاجراءات وطوارء ال,2021-04-16 11:58:11,pos,0.41554760932922363
مبدءيا اللي بيعطو اللقاح كلهم ممرضات 😂😂,2021-04-16 11:29:32,neg,0.7529312968254089
بحث واستبيان لقياس مدى انتشار الاثار الجانبيه للقاحات تطعيمات كوفيد البالغين متلقين اللقاح الكويت,2021-04-16 11:23:17,mixed,0.35784912109375
وفيما يخص المواطنين تلقوا الطعومات المضاده لفيروس كورونا فقد بلغ عددهم الاجمالي الضفه الغربيه وقطاع غزه,2021-04-16 11:20:18,neg,0.4325217306613922
فايزر جرعه ثالثه اللقاح ستكون ضروريه الارجح صحيفهالراي الاردن,2021-04-16 09:47:22,neg,0.3496001064777374
بناء ع اخذ اللقاح,2021-04-16 08:16:30,neg,0.5308082699775696
طبعا لان اجبار لاخذ اللقاح المميت,2021-04-16 08:15:56,neg,0.4810449182987213
سيفشل مشروع اللقاح سياتون بالشريحه لاتريد اللقاح لاباس شريحه بحجم حبه الرز تضرك ولن تءثر تزرع تحت,2021-04-16 05:56:30,neg,0.7987732887268066
نشكر الله انو اللقاح بالكتف مش بالعضل 🙏🏼,2021-04-15 23:55:24,pos,0.4605889320373535
طيب ليش يطعمونا اول و اذا اللقاح هالقد مهم ليش يصير اجباري,2021-04-15 23:21:03,neg,0.5775511860847473
الكوروناوالحلالوحيدللتخلصمنها عندي لقاحا طبيعيا اذا اخذه العالم سننتهي الكورونا نهاءيا ويصبح العالم,2021-04-15 23:01:05,pos,0.506401777267456
لانه الجامعات تكون مراكز لاعطاء اللقاح بضطروا يدفعوا اشي,2021-04-15 22:14:13,neg,0.4658117890357971
نسبه الاثار الجانبيه السلبيه للقاح اكثر ٧٠٪ وسالفه الملايين هاي سالفه الاعلام والترويج الم,2021-04-15 20:00:54,neg,0.8106727004051208
المسءولين الحساب اللقاح لايحمي الاصابه يكفي نشر معلومات ممكن تخلي الناس ماتاخذ اللقاح,2021-04-15 19:54:43,neg,0.7537252902984619
مش صحيح استقبل استقبالا رسميا واجتمع رءيس الحكومه الروسيه وعومل كانه رءيس حكومه فعلي وحكى بوتين,2021-04-15 19:31:16,neg,0.7254737019538879
فايزر ربما نحتاج لجرعه ثالثه اللقاح فايزر كورونا لقاحكورونا رءياالاخباري,2021-04-15 18:53:50,neg,0.471853643655777
مقطع فيديو لرءيس حركه النهضه راشدالغنوشي يلعب كره القدم يدعي ناشروه انه التحق باللعب تلقيه اللقاح المضاد,2021-04-15 18:49:03,neg,0.5683351159095764
الف شخص تلقوا اللقاح بجرش,2021-04-15 18:47:59,neg,0.3799479007720947
يارب اخد اللقاح,2021-04-15 18:16:28,pos,0.4785393178462982
ادري خشيت عرض ماتاخد قبلها حاجه بعدما تاخد اللقاح خد بنادول او فيتامين سي وامورك طيبه,2021-04-15 18:03:10,neg,0.7115612030029297
٢٤ ساعه ساعه اللقاح اتحول لسا نكد,2021-04-15 17:54:29,pos,0.3672117292881012
الناس الاردن لازم تتشجع وتاخد اللقاح عشان نرجع للحياه الطبيعيه قريبا 😊 الاميرحمزهيمثلني,2021-04-15 17:45:16,mixed,0.3626598119735718
الف شخص تلقوا اللقاح بجرش,2021-04-15 17:44:07,neg,0.3799479007720947
استقبال طلبات الراغبين بتلقي اللقاح ذوي الاعاقه,2021-04-15 16:15:13,neg,0.3632054924964905
بدء استقبال طلبات الراغبين بتلقي اللقاح ذوي الاعاقه  السوسنه كورونا,2021-04-15 15:31:54,neg,0.42568784952163696
بدء استقبال طلبات الراغبين بتلقي اللقاح ذوي الاعاقه,2021-04-15 14:56:37,neg,0.4393245577812195
معجون الاسنان مايفطر اللقاح مايفطر معجون الاسنان مايفطر اللقاح مايفطر معجون الاسنان مايفطر اللقاح مايفطر معجون الاسنان مايفط,2021-04-15 13:50:03,neg,0.46568894386291504
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح الولايات المتحده,2021-04-15 13:24:25,neg,0.4452790915966034
حصولنا اللقاح المضاد لكوفيد١٩ بحمينا وبحافظ سلامتنا جميعا اذا حصلتوا اللقاح شاركونا صوركم باستخدام,2021-04-15 12:31:00,pos,0.5974394083023071
سيفشل مشروع اللقاح سياتون بالشريحه لاتريد اللقاح لاباس شريحه بحجم حبه الرز تضرك ولن تءثر,2021-04-15 12:26:15,neg,0.8564845323562622
حصولنا اللقاح المضاد لكوفيد١٩ بحمينا وبحافظ سلامتنا جميعا اذا حصلتوا اللقاح شاركونا صوركم باستخدام,2021-04-15 12:02:33,pos,0.5974394083023071
تحلايه رمضان عطريقتنا للناس اللي بتخرب فواءد صيامها بالسكر الابيض ومشتقاته صحيه جدا وطعم خرافي شمع العسل غ,2021-04-15 11:56:11,pos,0.4120337963104248
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح باميركا,2021-04-15 11:22:22,neg,0.3855847120285034
لسا قبل شوي عرفت خبر انهم بدهم يصدروا قرار انه ممنوع نتنقل لبسياحه الداخليه الا بوجود ورقه تظهر انه تلقينا اللقاح,2021-04-15 11:13:36,neg,0.5738552212715149
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح باميركا,2021-04-15 10:40:48,neg,0.3855847120285034
وفيما يخص المواطنين تلقوا الطعومات المضاده لفيروس كورونا فقد بلغ عددهم الاجمالي الضفه الغربيه وقطاع غزه,2021-04-15 10:25:25,neg,0.4325217306613922
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح باميركا خبرني,2021-04-15 10:02:55,neg,0.4188357889652252
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح الولايات المتحده,2021-04-15 10:02:11,neg,0.4452790915966034
اصابه  شخص بكورونا رغم تلقيهم جرعتي اللقاح باميركا خبرني,2021-04-15 09:29:18,neg,0.4188357889652252
لهذه الاسباب يمكن ان تصاب بكورونا تلقي اللقاح  الاردن جريدهالدستورالاردنيه,2021-04-15 09:10:01,neg,0.5550339818000793
مثال الفوضى وتاثيره الناس الدور للحصول اللقاح كان عشواءي مركز صحي ماشي ع دور لحاله حسب مين مسجل,2021-04-15 07:40:47,neg,0.877173662185669
الف شخص تلقوا اللقاح بالجبيهه,2021-04-15 07:14:39,neg,0.48019224405288696
عدد متلقي اللقاح مركز صحي الجبيهه  السوسنه,2021-04-15 07:00:49,neg,0.35588476061820984
الف شخص تلقوا اللقاح بالجبيهه,2021-04-15 06:51:45,neg,0.48019224405288696
اكثر  الف شخص تلقوا اللقاح مركز صحي الجبيهه صحيفهالراي الاردن,2021-04-15 06:34:31,pos,0.6977124810218811
لهذه الاسباب يمكن ان تصاب بكورونا تلقي اللقاح,2021-04-15 01:29:10,neg,0.5337408781051636
مقطع فيديو ادعى ناشروه انه لرءيس حركه النهضه راشدالغنوشي يلعب كره القدم تلقيه اللقاح المضاد لفايروس,2021-04-15 01:00:00,neg,0.6885819435119629
اللقاح يعطى للانسان لكونه انسان كونه ناجح او اسم كبير بتعطيه احقيه اكثر غيره باخ,2021-04-14 23:21:21,neg,0.5013279914855957
انا ضمن الاشخاص الي اخذته وبعرف اكثر ١٠ اشخاص اخدوا اللقاح بالبلد وبدون اي اعراض الاعراض,2021-04-14 22:06:34,neg,0.4378844201564789
اتوقع منشور سيء جدا اله الداعي ناحيه التخويف اللقاح حاله واحده ضمن الالاف الحالات زال يعني شيء,2021-04-14 21:56:49,neg,0.9201768040657043
اليمن اطباء اليمن المهجر يطالبون بتوفير اللقاح ضد كورونا للكوادر الصحيه الرابط الخبر بالعربي,2021-04-14 21:47:22,neg,0.4005756378173828
قطر  بالمءه تزيد اعمارهم  عاما حصلوا اللقاح الاردناليوم,2021-04-14 21:03:27,neg,0.3656194806098938
قطر  بالمءه تزيد اعمارهم  عاما حصلوا اللقاح  الاردن جريدهالدستورالاردنيه,2021-04-14 20:30:02,neg,0.4666862189769745
قطر  بالمءه تزيد اعمارهم  عاما حصلوا اللقاح,2021-04-14 20:23:27,neg,0.4392368197441101
الدنمارك اوقفت اللقاح اراضيها والله يسترنا السويد,2021-04-14 19:51:42,pos,0.4189251959323883
عاجل خليه الازمه  شخصا تلقوا الجرعه الاولى اللقاح,2021-04-14 19:46:36,pos,0.4231812357902527
عاجل  الفا و شخصا تلقوا الجرعه الاولى اللقاح,2021-04-14 19:04:08,neg,0.4046337902545929
مليون و الف مسجل منصه اللقاح,2021-04-14 19:01:38,pos,0.4410974979400635
بريطانيا اوقفوا اعطاء هاد اللقاح لمن ٥٠ عام لانه ثبت تسببه بجلطات لمن ال ٥٠,2021-04-14 19:01:16,neg,0.5312884449958801
مليون و الف مسجل منصه اللقاح,2021-04-14 18:55:37,pos,0.4410974979400635
عاجل  الفا و شخصا تلقوا الجرعه الاولى اللقاح,2021-04-14 18:49:41,neg,0.4046337902545929
عاجل هام التربيه بخصوص اللقاح للمعلمين,2021-04-14 18:21:47,pos,0.41814956068992615
التربيه ضروره اللقاح لمصححي امتحانات التوجيهي الوكيل الاخباري  الوكيلالاخباري,2021-04-14 18:10:11,neg,0.460325688123703
احضر حلقه عماد فراجين اليوم عشان تفهم شو يعني كوميديا سوداء سواء بتحبه او بتكرهه شايفه زنخ او بضحك عماد فراجين بع,2021-04-14 17:57:51,neg,0.37098875641822815
تصحيح التوجيهي لمن تلقى جرعتي اللقاح  السوسنه,2021-04-14 17:46:55,neg,0.6371938586235046
لقد اخذت اللقاح وحان الوقت استريح,2021-04-14 17:09:07,mixed,0.39605262875556946
مرحبا ستصل رساله لمشتركي زين خلال دقاءق تلقي الجرعه الاولى اللقاح تحتوي رابطا لاتمام الع,2021-04-14 13:26:21,neg,0.3604182302951813
بسبب الاشاعات والكلام الغير مسءول خليني اكلمك اكثر ٣٠ مليون شخص اخذ ال,2021-04-14 13:10:02,neg,0.8718218207359314
مشاكل سياسيه بسبب انفصال بريطانيا كان قدمو البحث او السبب صرلي فتره ك,2021-04-14 13:07:08,neg,0.40484902262687683
والدي عنده ربو مزمن واخذ اللقاح قبل فتره ماعليك اطمن,2021-04-14 13:05:24,neg,0.46874332427978516
كلها مفتوحه اشي مسكر رقم للبلاغ التجمعات الاماكن العامه وفي صلاه با,2021-04-16 23:28:05,pos,0.4633324444293976
اكثر اسبوعين توصيه السلطات الالمانيه باستخدامه حصرا للاشخاص البالغه اعمارهم  فما فوق المستشاره الالمانيه انغيل,2021-04-16 23:20:13,neg,0.41836100816726685
اكثر اسبوعين توصيه السلطات الالمانيه باستخدامه حصرا للاشخاص البالغه اعمارهم  فما فوق المستشاره الالما,2021-04-16 23:10:00,neg,0.4216528534889221
سقوط رءيسه وكاله الادويه الدنماركيه تانيا اريكسن الارض بعدما فقدت الوعي خلال المءتمر الصحفي للاعلان التوقف است,2021-04-16 22:00:34,neg,0.3599058985710144
بدات تلميحات وزاره التربيه والتعليم ان العام المقبل سيكون تعليما تطوير المنصه باعطاء حصص تفاعليه,2021-04-16 21:54:20,mixed,0.43524953722953796
انجيلا ميركل تتلقى جرعه اولى لقاح استرازينيكا رغم الجدل العالمي الطويل حول اثاره الجانبيه بلاطه تاخذ اولويه,2021-04-16 21:52:21,pos,0.47461894154548645
كندا تعلن تامين  ملايين جرعه اضافيه لقاح فايزر,2021-04-16 21:00:36,neg,0.42503154277801514
ميركل تتلقى الجرعه الاولى لقاح استرازينيكا,2021-04-16 20:15:58,pos,0.49578478932380676
قطر تشترط الحصول لقاح كورونا لحضور كاس العالم   الاردن جريدهالدستورالاردنيه,2021-04-16 20:10:03,pos,0.4932216703891754
موقع كرمالكم هءلاء الاشخاص يفيدهم اخذ لقاح كورونا ويظلون عرضه للخطر عبر تطبيق نبض,2021-04-16 19:38:26,neg,0.7372944951057434
زي مركز اقليمي لتوزيع لقاح الكورونا اذا الباص الصريع جابو باصات ديزل اي بنيه ت,2021-04-16 19:36:02,mixed,0.3848605751991272
انجيلا ميركل تتلقى جرعه اولى لقاح استرازينيكا رغم الجدل العالمي الطويل حول اثاره الجانبيه بلاطه ت,2021-04-16 19:21:59,pos,0.46467411518096924
سقوط رءيسه وكاله الادويه الدنماركيه تانيا اريكسن الارض بعدما فقدت الوعي خلال المءتمر الصحفي للاعلان التوقف ع,2021-04-16 19:21:55,neg,0.38258984684944153
زي مركز اقليمي لتوزيع لقاح الكورونا اذا الباص الصريع جابو باصات ديزل اي بنيه تحتيه قاعدين نحكي,2021-04-16 19:17:56,neg,0.3572491407394409
⁧كورونا⁩ المستشاره الالمانيه انغيلا ميركل تتلقى لقاح استرازينيكا,2021-04-16 18:45:06,neg,0.3741411566734314
تنبيه طبي متشاءم هءلاء الاشخاص يفيدهم اخذ لقاح كورونا,2021-04-16 17:54:31,neg,0.531296968460083
لقاح اكسفورد استرازنيكا يسبب جلطات,2021-04-16 17:53:59,neg,0.5456421375274658
عاجل بشكل مفاجء توضيح لكل تلقى لقاح فايزر سيحصل خلال  اشهر تفاصيل  السوسنه,2021-04-16 17:43:55,pos,0.4208863377571106
الصحه تجيب استفسارات تشغل المجتمع الاردني حول لقاح كورونا رءياالاخباري الاردن كورونا لقاحكورونا,2021-04-16 17:17:32,pos,0.3659403622150421
مشهد مرعب حاله الاغمام المءتمر صحفي للاعلان ايقاف استخدام لقاح «استرازينيكا» الدنمارك الاردن,2021-04-16 17:00:30,neg,0.7147510051727295
هاشتاق عربي جرعه ثالثه للحاصلين لقاح فايزر جرعهثالثهللحاصلينعلىلقاحفايزر,2021-04-16 16:31:23,pos,0.45862555503845215
الصحه تجيب استفسارات تشغل المجتمع حول لقاح كورونا  الاردن جريدهالدستورالاردنيه,2021-04-16 15:20:02,pos,0.37151142954826355
عاجل الصحه تجيب استفسارات تشغل المجتمع حول لقاح كورونا   الاردن,2021-04-16 15:20:00,pos,0.4692302942276001
انغيلا ميركل تتلقى الجرعه الاولى لقاح استرازينيكا المانيا كورونا خبرني,2021-04-16 13:55:56,pos,0.4727705717086792
انغيلا ميركل تتلقى الجرعه الاولى لقاح استرازينيكا المانيا كورونا خبرني,2021-04-16 13:45:28,pos,0.4727705717086792
الغاء الزاميه لبس الكمامه الناصره المحتله ابتداء الاحد الاحتلال اعطى لقاح كورونا لعدد كبير جدا النا,2021-04-16 12:53:35,neg,0.3613305687904358
تنتشر حولنا الكثير الاخبار المضلله والزاءفه فايروس كورونا واللقاحات 💉 تابع مسبار للتحقق صحه الادعاءات ال,2021-04-16 12:00:02,neg,0.8069292306900024
ممنوع تاخدي لقاح لعين 🙃🙃🌚🌚🙂🤣,2021-04-16 11:37:36,neg,0.6362481713294983
سته اسءله حول التحديات تءخر عمليه تلقيح سكان الكره الارضيه رغم توافر التكنولوجيا والمعرفه العلميه والبنيه الص,2021-04-16 10:25:04,mixed,0.41420528292655945
فاوتشي توقف امريكا لقاح جونسون اند جونسون يجب ان يحفز رفضه,2021-04-16 08:01:44,pos,0.435243159532547
شركات كوريه تكشف خططا لانتاج لقاح سبوتنيك,2021-04-16 07:52:48,neg,0.6402660012245178
شركات كوريه تكشف خططا لانتاج لقاح سبوتنيك,2021-04-16 07:47:03,neg,0.6402660012245178
دبوس ذهبي وعلبه بيض ورغيف خبز دول تتجه لطرق غريبه لتحفيز مواطنيها تلقي لقاح كورونا,2021-04-16 02:04:14,neg,0.5910427570343018
ميركل ستتلقى لقاح استرازينيكا غدا,2021-04-15 20:49:29,pos,0.38453930616378784
ههههه الله يسلمكما مجال شغله بالدم بغيرها لقاح,2021-04-15 20:45:02,neg,0.3983999788761139
الفرق اخذ لقاح فيروس كورونا ياخذه تابع الفيديو التوضيحي البسيط,2021-04-15 20:34:58,neg,0.4209387004375458
بامر المحكمه لبناني يتلقى الجرعه الثانيه لقاح كورونا,2021-04-15 19:52:08,pos,0.39810454845428467
عاجل فايزر ترجح الحاجه لجرعه ثالثه لقاح كورونا  شهرا الجرعه الثانيه,2021-04-15 19:18:54,pos,0.441614031791687
كشف سر التجلطات الناتجه لقاح جونسون اند جونسون,2021-04-15 18:46:44,pos,0.4166508913040161
فايزر الجرعه الثالثه لقاح كورونا تكون مطلوبه,2021-04-15 18:41:53,mixed,0.38295280933380127
كشف سر التجلطات الناتجه لقاح جونسون اند جونسون المدينه نيوز,2021-04-15 18:27:51,pos,0.3632008135318756
عاجل مهم لكل تلقى لقاح فايزر الشركه ترجح الحاجه لجرعه ثالثه عام الجرعه الثانيه,2021-04-15 18:15:20,pos,0.3749614655971527
كشف سر التجلطات الناتجه لقاح جونسون اند جونسون,2021-04-15 18:14:10,pos,0.4166508913040161
انا اخذت لقاح استرازينيكا قبل شهر الحمدلله شيء تمام مادام انك تعني اي شيء توكل الله,2021-04-15 17:44:28,neg,0.6595640778541565
الف لقاح لكورونا قمصان ميسي قلب حمله مثيره للجدل  صحيفهالراي,2021-04-15 17:03:47,pos,0.828966498374939
عاجل بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه الاردناليوم,2021-04-15 16:12:34,neg,0.3753240704536438
كوريا الجنوبيه تخطط لانتاج  مليون جرعه لقاح,2021-04-15 16:11:53,neg,0.43578553199768066
كوريا الجنوبيه تخطط لانتاج  مليون جرعه لقاح سبوتنيك  الروسي,2021-04-15 15:52:48,neg,0.4438554346561432
بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه,2021-04-15 15:38:34,neg,0.4356767237186432
بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه  صحيفهالراي,2021-04-15 15:30:20,neg,0.45995190739631653
بدء استقبال طلبات الراغبين تلقي لقاح كورونا ذوي الاعاقه رءياالاخباري الاردن كورونا لقاحكورونا,2021-04-15 15:20:21,neg,0.4235265254974365
بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه المدينه نيوز,2021-04-15 15:17:27,neg,0.41764765977859497
بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه,2021-04-15 14:58:02,neg,0.4356767237186432
بدء استقبال طلبات الراغبين بتلقي لقاح كورونا ذوي الاعاقه  بترا الاردن,2021-04-15 14:41:21,mixed,0.3725554347038269
ايفانكا ترامب تتلقى لقاح كورونا,2021-04-15 12:44:57,neg,0.4713679254055023
عاجل الدنمارك اول دوله اوروبيه تتخلى نهاءيا لقاح استرازينيكا صحيفهالراي,2021-04-15 11:35:01,pos,0.4234349727630615
ازارينكا تغيب شتوتغارت بسبب لقاح كورونا  الاردن جريدهالدستورالاردنيه,2021-04-15 11:20:05,neg,0.38430505990982056
عقوبات ومكافات لحض الصينيين تلقي لقاح كورونا الوكيلالاخباري,2021-04-15 09:37:01,neg,0.55699622631073
افتتح يوم امس مركز مستشفى الكندي لتطعيم لقاح فايروس كورونا تحت رعايه معالي الدكتور علي حياصات,2021-04-15 09:35:17,pos,0.5988791584968567
كورونا الحمد لله اخدت القاح اللهم انفع وارفع عنا البلاء والوباء لقاحكورونا الاردن 🌹,2021-04-15 09:29:58,pos,0.5974440574645996
اكثر  الف شخص تلقوا لقاح كورونا مركز صحي الجبيهه,2021-04-15 07:47:35,pos,0.4026834964752197
وعنا مقدمين اشهر ومو طالعلنا الدور لانه اصلا عنا لقاح يكفي جد الواحد مش عارف شو يحكي,2021-04-15 07:32:33,pos,0.3470243215560913
اكثر  الف شخص تلقوا لقاح كورونا مركز صحي الجبيهه,2021-04-15 07:23:07,pos,0.4026834964752197
روسيا لقاح سبوتنيك يسبب الجلطات,2021-04-15 07:07:39,neg,0.4789717495441437
روسيا تبدد الشكوك بشان لقاح سبوتنيك  السوسنه,2021-04-15 06:54:54,neg,0.4581271708011627
عاجل روسيا لقاح سبوتنيك يسبب الجلطات,2021-04-15 06:37:05,mixed,0.3590116798877716
روسيا لقاح سبوتنيك يتسبب بجلطات دمويه,2021-04-15 06:31:12,neg,0.43878310918807983
اسمح رجاء الواضح ان التقرير فوتوشوب النوع الرخيص اولا الترويسه لطبيب وليست اي مست,2021-04-15 05:50:53,neg,0.742051362991333
ثبوت حدوث تجلطات وريديه بالدماغ اثر لقاح استرازينكا لمريض اردني وثيقه,2021-04-15 05:47:28,neg,0.497668594121933
المراكز الامريكيه لمكافحه الامراض تءجل قرارها تجاه لقاح جونسون اند جونسون صحيفهالراي الاردن,2021-04-15 05:30:05,pos,0.45213496685028076
روسيا تءكد ان لقاح سبوتنيك يتسبب بجلطات دمويه صحيفهالراي الاردن,2021-04-15 04:45:46,pos,0.4256807267665863
ايفانكا تتلقى لقاح كورونا,2021-04-14 23:21:41,neg,0.4161171317100525
ايفانكا ترمب تتلقى لقاح كورونا صور رءياالاخباري لقاحكورونا امريكا ايفانكا,2021-04-14 23:09:20,neg,0.4626528322696686
شاهد بالفيديو الرءيس الروسي يتحدث لقاح كورونا الوكيل الاخباري  الوكيلالاخباري,2021-04-14 22:42:20,neg,0.5041892528533936
هاد الزواهره نازل ينشر تقارير لقاح استرازينيكا و يخوف الناس فوق خايفه هيك اشكال مقرفه,2021-04-14 22:31:26,neg,0.9276202917098999
ايفانكا تتلقى لقاح كورونا,2021-04-14 22:12:28,neg,0.4161171317100525
صارت الدانمارك اول دوله العالم توقف تماما استخدام لقاح استرازينيكا  المضاد لفيروس كورونا انباء صل,2021-04-14 21:49:14,pos,0.3995148837566376
تزيد اعمارهم  عاما حصلوا لقاح كورونا قطر رءياالاخباري كورونا لقاحكورونا قطر,2021-04-14 21:32:07,neg,0.42001602053642273
صارت الدانمارك اول دوله العالم توقف تماما استخدام لقاح استرازينيكا  المضاد لفيروس كورونا ان,2021-04-14 21:10:53,pos,0.4344726502895355
ثبوت حدوث تجلطات وريديه بالدماغ اثر لقاح استرازينكا لمريض اردني وثيقه,2021-04-14 20:26:39,neg,0.497668594121933
خليه الازمه  شخصا تلقوا الجرعه الاولى لقاحكورونا الاردناليوم,2021-04-14 19:56:19,pos,0.40928298234939575
خليه الازمه  شخصا تلقوا الجرعه الاولى لقاح كورونا  بترا الاردن,2021-04-14 19:41:01,pos,0.4065857529640198
الازمات  اجمالي المسجلين منصه لقاح فيروس كورونا  الاردن,2021-04-14 19:20:02,neg,0.49730589985847473
عاجل الازمات  اجمالي المسجلين منصه لقاح فيروس كورونا  عبر,2021-04-14 19:16:24,pos,0.42666715383529663
عدد المسجلين منصه تلقي لقاح فيروس كورونا صحيفهالراي الاردن عاجل,2021-04-14 19:08:53,pos,0.3985513150691986
اكثر  الف شخص تلقوا الجرعه الاولى لقاح كورونا الاردن المدينه نيوز,2021-04-14 19:07:02,pos,0.5331817269325256
عاجلاخر الاحصاءيات المتعلقه بحمله التطعيم ضد كورونا الاردن الاردن كورونا لقاحفايزر لقاحكوفيد الصحه رءياالا,2021-04-14 19:06:45,pos,0.515570878982544
اكثر  الف شخص تلقوا الجرعه الاولى لقاح كورونا الاردن المدينه نيوز,2021-04-14 19:06:35,pos,0.5331817269325256
عدد المسجلين منصه تلقي لقاح فيروس كورونا صحيفهالراي الاردن عاجل,2021-04-14 19:06:00,pos,0.3985513150691986
شخصا تلقوا الجرعه الاولى لقاح كورونا صحيفهالراي الاردن عاجل,2021-04-14 19:02:21,pos,0.5921149849891663
عاجل مركز اداره الازمات ينشر اخر التفاصيل حول مطاعيم كورونا الوكيل الاخباري  الوكيلالاخباري,2021-04-13 19:25:29,pos,0.41348645091056824
عبيدات يحذر تباعد مطاعيم كورونا,2021-04-13 12:59:48,neg,0.4914931654930115
عبيدات يحذر تباعد مطاعيم كورونا الاردن كورونا خبرني,2021-04-13 12:45:29,neg,0.4185326397418976
هسا سءال جديد واللي مطاعيم كورونا بتفطر,2021-04-12 18:50:50,neg,0.893104076385498
